,k,iteration,H,cost,converged,R1,R2
0,0,0,2.302595,-2.3025553,,0.004067838,0.004790665
1,1,50,2.279139,0.5163522,,0.0062090755,0.0041661984
2,1,100,2.1750524,12.5246315,,-0.015360057,0.007619864
3,1,150,2.0553985,6.1119866,,-0.009713054,0.008306882
4,1,200,2.1989055,14.172422,,0.01767534,0.0038741338
5,1,250,2.156708,30.179577,,0.02527821,0.0027816864
6,1,300,2.2558584,7.6922007,,0.013649702,0.0035562343
7,1,350,2.2721949,3.539908,,0.010047734,0.0039096167
8,1,400,2.1650555,15.124131,,0.018045664,0.004487506
9,1,450,2.1399765,11.582269,,0.015829325,0.0048864493
10,1,500,2.2103014,5.554777,,0.01168412,0.0043339273
11,1,550,2.2429092,3.3479984,,0.009170592,0.005264827
12,1,600,2.1462471,7.2378397,,0.012951136,0.0044665225
13,1,650,2.2825758,0.43004942,,0.0047730803,0.0056098313
14,1,700,2.2411556,0.3151939,,0.0047001243,0.00538849
15,1,750,2.3147287,0.084186316,,0.0023101568,0.006530044
16,1,800,2.2434268,0.5761819,,0.0038952827,0.0064201984
17,1,850,2.223143,7.8142037,,0.013040185,0.0055408054
18,1,900,2.2100737,0.45480394,,0.005112171,0.0052118385
19,1,950,2.1057365,5.9315624,,0.011610448,0.005093474
20,1,1000,1.9902805,7.772879,,0.013065696,0.0049548745
21,1,1050,2.0854952,-0.28220332,,0.002429545,0.0054920986
22,1,1100,1.9897991,5.346307,,0.011216164,0.0045738155
23,1,1150,2.0930758,4.0234513,,0.01004678,0.00462523
24,1,1200,2.2789383,1.453222,,0.0062969923,0.0059153265
25,1,1250,2.3086982,0.44756126,,0.005197406,0.00530209
26,1,1300,2.2539847,0.71130896,,0.0054336786,0.005457198
27,1,1350,2.370856,7.0293646,,-0.009608209,0.0097819595
28,1,1400,1.4031596,87.40375,,-0.03956902,0.014506232
29,1,1450,1.5928779,42.588604,,-0.027344048,0.011659016
30,1,1500,2.0022433,21.153841,,-0.019056976,0.009997668
31,1,1550,1.9409223,32.527046,,-0.023598313,0.011509953
32,1,1600,1.9458437,14.305388,,-0.014996529,0.010006436
33,1,1650,0.68704575,3.5136793,,0.0008110404,0.00912999
34,1,1700,0.8193782,2.913014,,-0.0021660328,0.008363979
35,1,1750,0.86674577,6.8570127,,0.009708583,0.0077600633
36,1,1800,0.74074143,3.339774,,-0.00085890293,0.008992919
37,1,1850,0.5447221,4.67146,,0.005599797,0.008542009
38,1,1900,0.45613593,3.7532866,,0.0012639761,0.009087949
39,1,1950,0.77162087,4.909444,,-0.0050209165,0.009402749
40,1,2000,0.53747976,3.92481,,-0.00017225742,0.009445429
41,1,2050,0.6603296,3.3235443,,-0.0008329153,0.008887279
42,1,2100,0.6668544,4.0384393,,0.004347801,0.0086719375
43,1,2150,0.75690687,7.130194,,-0.007965386,0.009710543
44,1,2200,0.8024172,7.374252,,-0.007870674,0.0100789815
45,1,2250,0.62116563,3.620988,,0.0032340288,0.0086246235
46,1,2300,0.5689411,3.6423993,,0.0022217631,0.008904525
47,1,2350,0.58674055,3.5752358,,0.0014075637,0.009014338
48,1,2400,0.5691836,3.8577373,,0.0018796325,0.009219837
49,1,2450,0.7156999,3.268511,,1.9431114e-05,0.008926581
50,1,2500,0.67582774,2.6854784,,0.0010777116,0.008128017
51,1,2550,0.5853133,10.923182,,-0.010819614,0.0106351245
52,1,2600,0.78994524,3.0722246,,-0.0005982518,0.008768437
53,1,2650,0.811718,3.6539783,,0.0025823712,0.009090945
54,1,2700,0.80966806,3.4281797,,0.0037609935,0.008403088
55,1,2750,0.71156555,7.0348206,,0.009532452,0.008003755
56,1,2800,0.92452604,4.8088565,,-0.0050236583,0.0094567705
57,1,2850,0.66846293,3.1572247,,0.0014984012,0.00861792
58,1,2900,0.8726875,4.3209867,,-0.0037636757,0.009471443
59,1,2950,0.5889651,3.406239,,0.0027645826,0.008500657
60,1,3000,0.8641465,2.9750636,,0.00024813414,0.008759146
61,1,3050,0.8656662,5.7134,,-0.006762564,0.009265477
62,1,3100,0.7578065,3.4880874,,0.003794372,0.008397656
63,1,3150,0.6968776,5.8745346,,0.008635521,0.0075402926
64,1,3200,0.70767426,4.816308,,-0.004485786,0.009505649
65,1,3250,0.7478414,5.594475,,-0.005433917,0.0098650325
66,1,3300,0.48279434,4.1294928,,-0.0013519526,0.009508836
67,1,3350,0.59078145,6.0532837,,-0.004721582,0.010516082
68,1,3400,0.610501,3.7833784,,0.002221465,0.009107287
69,1,3450,0.7870715,4.214357,,-0.00179708,0.009838652
70,1,3500,0.7874759,4.05272,,0.004313946,0.008842725
71,1,3550,0.94329405,2.8131795,,0.003465116,0.007944963
72,1,3600,0.839039,3.5309007,,0.004955888,0.007927041
73,1,3650,0.8656878,3.1149635,,0.0037466884,0.008097861
74,1,3700,0.7446471,11.477726,,0.013872266,0.0072116363
75,1,3750,0.92304665,4.7596197,,0.00785321,0.007209745
76,1,3800,0.8438677,8.210933,,0.011405885,0.007141554
77,1,3850,0.91600883,3.0231,,0.004391432,0.0077134627
78,1,3900,1.2809333,17.815096,,-0.017686784,0.008312535
79,1,3950,1.2172855,1.171357,,0.0010836124,0.0068263193
80,1,4000,1.3277298,9.67861,,-0.012160957,0.00849929
81,1,4050,1.2381862,5.8558183,,-0.009191573,0.007575955
82,1,4100,1.3630376,8.387896,,-0.011401057,0.0080644
83,1,4150,1.3339701,25.430088,,-0.0212664,0.009111604
84,1,4200,1.1359351,1.0995693,,0.0015366077,0.0065076053
85,1,4250,1.1698014,2.7708535,,-0.004803121,0.0074661323
86,1,4300,1.312399,7.304531,,-0.010653973,0.0076701664
87,1,4350,1.2664664,4.34293,,-0.0072280765,0.007742276
88,1,4400,1.012008,1.8919842,,-0.0018707514,0.007387837
89,1,4450,1.0662466,2.062498,,-0.0037446618,0.0069679553
90,1,4500,1.0936185,5.3631754,,-0.008639216,0.007382399
91,1,4550,1.1223584,1.9404551,,-0.0023070574,0.0074788877
92,1,4600,1.0701412,3.1726785,,-0.0054159164,0.0074514593
93,1,4650,1.0766096,1.5028446,,-0.0008254647,0.0071349624
94,1,4700,1.1711392,2.4427023,,-0.004068017,0.0074651237
95,1,4750,1.0258325,1.2796272,,0.00026625395,0.0067851534
96,1,4800,1.3435894,7.024324,,-0.010292649,0.007837068
97,1,4850,1.1558305,1.2214729,,-0.0013296008,0.006765961
98,1,4900,1.1985816,1.464579,,-0.0009445548,0.007236783
99,1,4950,1.2734649,0.98953724,,-0.0017327666,0.0065005817
100,1,5000,1.2259603,1.2604058,0,-0.0016524196,0.0068554236
101,2,5050,1.2304587,13.15593,,-0.0014025569,0.0067562843
102,2,5100,1.324253,31.638535,,-0.008941531,0.0072534555
103,2,5150,1.1824229,19.009598,,-0.0039380193,0.0075130495
104,2,5200,1.1714734,21.30125,,0.007314682,0.0065226364
105,2,5250,1.2243409,14.327059,,0.0033521652,0.006784784
106,2,5300,1.1875825,13.576138,,0.0017950535,0.0069473665
107,2,5350,1.48689,69.24594,,-0.016006589,0.0076224045
108,2,5400,1.154906,75.3835,,-0.016682267,0.0079581775
109,2,5450,1.355773,57.08395,,-0.013906896,0.007785836
110,2,5500,1.3320553,110.69556,,-0.021265447,0.007944631
111,2,5550,1.3143494,35.003395,,-0.010322869,0.006618944
112,2,5600,1.2315711,58.33014,,-0.014341414,0.00740868
113,2,5650,1.18959,15.24073,,-0.004555881,0.0060687363
114,2,5700,1.2396538,15.109634,,-0.0045179725,0.0060668173
115,2,5750,1.246654,22.210045,,-0.0069152713,0.0064523155
116,2,5800,1.1663476,25.17611,,-0.007677257,0.0066147866
117,2,5850,1.2127823,16.38896,,-0.0049756765,0.0061650844
118,2,5900,1.1084669,10.235006,,-0.0006966591,0.005940799
119,2,5950,1.2711548,17.383348,,-0.0052862763,0.0062797368
120,2,6000,1.2345537,13.798441,,-0.0028899908,0.00649361
121,2,6050,1.2107162,26.130785,,-0.007979929,0.006615156
122,2,6100,1.1406355,22.603546,,-0.0066519976,0.006766308
123,2,6150,1.2042836,8.326754,,-0.00019270182,0.005385168
124,2,6200,1.1822076,9.972235,,-0.0009261966,0.0058417013
125,2,6250,1.2384124,12.25275,,-0.0032803416,0.005830826
126,2,6300,1.0407798,22.078394,,0.009422839,0.004412198
127,2,6350,1.1307247,8.505685,,7.05719e-05,0.005439652
128,2,6400,1.1803396,14.28495,,-0.0036690831,0.0062717656
129,2,6450,1.1487105,9.026899,,0.0032131672,0.0050792038
130,2,6500,1.1633881,9.946186,,0.0020198226,0.0057744207
131,2,6550,1.1388962,11.000884,,0.004128635,0.0053573316
132,2,6600,1.138234,7.9713435,,0.001461029,0.0051823533
133,2,6650,1.1329862,14.762744,,-0.004040897,0.006207538
134,2,6700,1.3212436,8.914179,,-0.000454247,0.0056027533
135,2,6750,1.1777321,8.781132,,0.00020605326,0.0055565913
136,2,6800,1.2002593,22.85112,,0.009285331,0.004968095
137,2,6850,1.108086,20.377441,,0.008502543,0.005001543
138,2,6900,1.2054436,15.451404,,0.0066839457,0.0051468113
139,2,6950,1.1741873,10.914537,,-0.0026768446,0.0056348713
140,2,7000,1.2151439,10.7112665,,0.0036349893,0.0055221287
141,2,7050,1.3186247,9.040674,,-0.0008840561,0.0055814735
142,2,7100,1.1291713,31.03541,,0.011351168,0.0049411906
143,2,7150,1.308548,8.226913,,0.0024141073,0.0051258267
144,2,7200,1.3315037,7.317273,,0.0026592016,0.004713188
145,2,7250,1.2980951,9.778757,,-0.00022190809,0.0059077567
146,2,7300,1.2097702,10.195049,,0.0040702224,0.0051240935
147,2,7350,1.2115602,7.561904,,0.00017338991,0.005135802
148,2,7400,1.2818702,8.155386,,0.0014196038,0.005306201
149,2,7450,1.2440118,22.207153,,-0.007025659,0.0063501736
150,2,7500,1.3666474,11.462006,,-0.0012951493,0.006306935
151,2,7550,1.224085,8.174269,,-0.00043213367,0.0053136116
152,2,7600,1.2192824,9.830135,,0.00070637465,0.0059195603
153,2,7650,1.2572044,18.884928,,-0.006093085,0.00612758
154,2,7700,1.1890371,10.095833,,0.0019376874,0.005849738
155,2,7750,1.2725657,9.673311,,-0.0003157854,0.005856221
156,2,7800,1.2391399,16.658895,,0.0074043274,0.0048983255
157,2,7850,1.1658913,9.364188,,-0.0011060238,0.005597136
158,2,7900,1.1970077,9.73889,,0.0031404495,0.0053818496
159,2,7950,1.3327758,22.981886,,-0.0070670247,0.0065764356
160,2,8000,1.1730282,11.782613,,-0.0018009543,0.0062223966
161,2,8050,1.3113552,41.570858,,-0.011664152,0.0067513008
162,2,8100,1.1760131,23.276604,,-0.0072141886,0.0064834263
163,2,8150,1.2104269,9.811144,,0.0012475252,0.005870309
164,2,8200,1.2304435,15.822957,,-0.0044291615,0.006343899
165,2,8250,1.1898948,9.65114,,0.003014207,0.005395814
166,2,8300,1.2561334,12.175274,,-0.002748847,0.0060493303
167,2,8350,1.2510024,16.398775,,-0.00443995,0.0065205055
168,2,8400,1.2212098,16.360485,,0.0072603226,0.0049293395
169,2,8450,1.243118,12.278517,,0.004958272,0.0053612827
170,2,8500,1.186068,11.435485,,-0.0019912124,0.006060138
171,2,8550,1.1729432,25.658562,,-0.00741899,0.006999569
172,2,8600,1.1726356,20.239832,,0.008334398,0.0051726094
173,2,8650,1.2187937,9.950129,,-0.0002539754,0.0059351684
174,2,8700,1.257415,9.223841,,0.0025820732,0.0054142443
175,2,8750,1.264086,15.055133,,0.0066904426,0.0050166035
176,2,8800,1.2094798,14.329358,,0.006433189,0.004961527
177,2,8850,1.12612,11.5442705,,0.004071355,0.0055715484
178,2,8900,1.2185913,8.838887,,0.0029760003,0.0051291636
179,2,8950,1.2469734,8.961571,,0.00042241812,0.0056448528
180,2,9000,1.2474272,16.66321,,-0.005062163,0.006203377
181,2,9050,1.1378669,16.402592,,0.0070875883,0.0050877267
182,2,9100,1.2206774,11.048712,,-0.0019556284,0.0059571285
183,2,9150,1.2123948,9.171452,,0.0026395917,0.0053621563
184,2,9200,1.2796832,8.469929,,0.00015324354,0.005482566
185,2,9250,1.250628,9.539062,,0.002635777,0.0055052945
186,2,9300,1.2259289,13.291561,,0.0063253045,0.004669036
187,2,9350,1.2871675,9.265027,,-0.00047951937,0.0057072057
188,2,9400,1.2622279,8.056781,,0.000713706,0.005329768
189,2,9450,1.2645621,9.825354,,-0.0016492009,0.0056552985
190,2,9500,1.1725945,9.306028,,0.002679646,0.0053828945
191,2,9550,1.3200792,8.646637,,-0.0010605454,0.0054114438
192,2,9600,1.1999476,9.838007,,0.0025054812,0.005629147
193,2,9650,1.2952511,10.558535,,0.004463911,0.0050661042
194,2,9700,1.2564435,9.695177,,0.00078606606,0.0058839703
195,2,9750,1.1232514,8.902229,,0.00012624264,0.0055767596
196,2,9800,1.1273432,98.14259,,0.022090852,0.0037205662
197,2,9850,1.267063,14.774426,,0.0068745017,0.004733295
198,2,9900,1.3993722,9.422088,,0.0034146905,0.0052291793
199,2,9950,1.2094036,17.935848,,0.007767737,0.0049752104
200,2,10000,1.2890521,12.316142,0,-0.0028836727,0.0060492097
201,3,10050,1.2646575,39.256325,,-3.7550926e-05,0.005431784
202,3,10100,1.2677356,66.48955,,-0.0041251183,0.006099556
203,3,10150,1.3411466,36.13645,,0.002665937,0.0049802777
204,3,10200,1.269304,42.482544,,-0.00088071823,0.0055578304
205,3,10250,1.1620264,48.2046,,0.005596578,0.00464547
206,3,10300,1.2198671,41.963894,,0.0024576783,0.005526315
207,3,10350,1.1860588,37.772903,,-1.513958e-05,0.005300787
208,3,10400,1.1883705,52.338104,,-0.0019190907,0.0060484987
209,3,10450,1.2588588,92.72004,,0.009827137,0.0044519263
210,3,10500,1.2304065,43.671394,,-0.00089001656,0.005650979
211,3,10550,1.1934805,42.56247,,0.0036936402,0.005194154
212,3,10600,0.8885719,499.0449,,0.025342882,0.003369288
213,3,10650,1.1391023,58.735443,,-0.0029987693,0.0061012483
214,3,10700,1.0142729,35.27874,,0.0018640757,0.0050399774
215,3,10750,0.9116415,39.94137,,0.0009307265,0.0055091185
216,3,10800,0.9762804,47.37854,,0.004157841,0.005392459
217,3,10850,1.0075867,43.462227,,-0.00092852116,0.0056064934
218,3,10900,0.58660245,479.3025,,0.0246104,0.004265977
219,3,10950,0.624034,372.09705,,0.021358192,0.0050379275
220,3,11000,0.70298326,70.38034,,0.0053254366,0.00660551
221,3,11050,0.66231656,64.09285,,0.0042803288,0.0066292374
222,3,11100,0.68130654,56.816124,,0.0015197992,0.0067674937
223,3,11150,0.63274294,190.42776,,-0.010368526,0.008921762
224,3,11200,0.728705,72.36862,,-0.00038301945,0.0077731493
225,3,11250,0.74233824,114.41381,,-0.005513966,0.008462059
226,3,11300,0.7326241,153.73776,,-0.00856936,0.008513658
227,3,11350,0.72914946,87.09372,,-0.0036651492,0.0077582155
228,3,11400,0.74471223,87.37463,,0.0071142316,0.0067212475
229,3,11450,0.697691,121.44725,,-0.006683111,0.008097531
230,3,11500,0.6651344,64.610275,,-0.00029742718,0.007266953
231,3,11550,0.7843901,120.20904,,-0.0068473816,0.0078996895
232,3,11600,0.68854815,99.05416,,-0.0048130155,0.007925647
233,3,11650,0.56565845,268.7506,,0.017633617,0.00571002
234,3,11700,0.5736268,643.1662,,0.02870214,0.0037108534
235,3,11750,0.9043903,67.43683,,-0.0030431151,0.0067146546
236,3,11800,0.82735735,90.08555,,-0.0044595003,0.007555
237,3,11850,0.8639715,54.5689,,0.0034024715,0.0062500485
238,3,11900,0.8333962,66.021774,,0.0055758357,0.006148531
239,3,11950,0.8455452,60.5894,,0.0041227937,0.0064472486
240,3,12000,0.86178976,47.38984,,0.0018916726,0.0060355044
241,3,12050,0.8178493,61.024075,,-0.0006312132,0.0069828015
242,3,12100,0.9463007,44.82897,,0.0016499162,0.005868404
243,3,12150,0.8232975,66.29573,,0.0066332817,0.0054483586
244,3,12200,0.9925739,51.802486,,0.0038092136,0.005903299
245,3,12250,0.991307,52.814896,,-0.0020076632,0.006039472
246,3,12300,-0.02730253,2392.033,,0.05535674,0.0026039318
247,3,12350,-1.1139308,3339.9644,,0.065157235,0.004325713
248,3,12400,-0.6104019,2404.9353,,0.05530435,0.0045218053
249,3,12450,-1.4994462,3569.5063,,0.06736511,0.0041223313
250,3,12500,-1.2795126,3176.9856,,0.06358665,0.0039712507
251,3,12550,-1.1549414,2614.9773,,0.057799757,0.0031098858
252,3,12600,-0.29208452,1011.7213,,0.036282957,0.001436886
253,3,12650,0.01929273,4447.743,,-0.07207215,0.013879235
254,3,12700,0.09617689,59.32083,,0.006887555,0.0045363307
255,3,12750,0.15543889,176.76616,,-0.011650324,0.006424892
256,3,12800,0.21005929,59.98406,,-0.004354775,0.005330189
257,3,12850,0.096255496,48.922325,,0.0044573545,0.00530625
258,3,12900,0.16508895,69.299965,,0.006745279,0.005557096
259,3,12950,0.3061832,41.357548,,0.004958153,0.0043390365
260,3,13000,0.121474944,47.80772,,-0.0033529997,0.0049082055
261,3,13050,0.3955709,58.132317,,0.0014426112,0.006846912
262,3,13100,0.56441665,50.10964,,0.0031349063,0.0059617045
263,3,13150,0.4717178,66.48994,,2.4497509e-05,0.0074138273
264,3,13200,0.55709857,55.922813,,0.0040946603,0.0060810675
265,3,13250,0.45781586,82.404854,,-0.0046180487,0.006913961
266,3,13300,0.45989272,72.5763,,-0.0027278662,0.007176469
267,3,13350,0.3914408,63.706688,,-0.0019133687,0.0068384297
268,3,13400,0.36134505,59.919624,,-0.0020909905,0.006503094
269,3,13450,0.48716277,50.630157,,-0.0015407205,0.0059807044
270,3,13500,0.51217616,98.198944,,-0.006068647,0.007021572
271,3,13550,0.49221137,55.15941,,0.0031727552,0.0063353837
272,3,13600,0.52055097,49.00127,,0.0030197501,0.005903192
273,3,13650,0.334944,41.335457,,0.0022907257,0.0054337275
274,3,13700,0.44758248,73.33807,,0.007571876,0.0052109277
275,3,13750,0.33988753,53.73561,,-0.0016866922,0.0061669885
276,3,13800,0.4363301,41.9121,,-0.0007312298,0.0054728743
277,3,13850,0.19508114,1242.4973,,-0.03629893,0.011463894
278,3,13900,0.15419216,1324.7809,,-0.037728906,0.011260494
279,3,13950,0.11742913,621.0102,,-0.02486831,0.009047891
280,3,14000,0.012506118,58.231133,,0.0021692514,0.0067449254
281,3,14050,0.16290686,64.2462,,0.0066907406,0.005168446
282,3,14100,0.34830177,42.284172,,0.0011911392,0.0056488197
283,3,14150,0.3255819,41.131573,,-0.00088095665,0.005364011
284,3,14200,0.17701714,47.09268,,0.0031707883,0.005676746
285,3,14250,0.045575913,103.43464,,0.00934118,0.005885924
286,3,14300,0.22420384,38.71017,,0.0029164553,0.0050403713
287,3,14350,0.10506467,66.927734,,0.007119119,0.005031378
288,3,14400,0.21104276,181.57549,,0.015103281,0.003330546
289,3,14450,0.1672625,36.538086,,-0.0011355281,0.0048773745
290,3,14500,0.24727775,53.314842,,-0.002795279,0.005694542
291,3,14550,0.5398565,541.3488,,-0.023391366,0.007827209
292,3,14600,0.23994848,354.6743,,-0.017591476,0.00849723
293,3,14650,0.42607772,85.10336,,-0.004772246,0.0070056035
294,3,14700,0.4314789,56.43701,,0.0022123456,0.0066385414
295,3,14750,0.4583746,684.6029,,-0.02675575,0.008065192
296,3,14800,0.34446922,100.13035,,-0.0061662197,0.007068868
297,3,14850,0.32987326,56.831352,,-0.0005145669,0.0066676666
298,3,14900,0.3155608,46.11239,,-0.00016349554,0.0059017637
299,3,14950,0.38008496,58.52314,,-0.0014921427,0.006586219
300,3,15000,0.56929964,44.34414,0,-0.0008059144,0.0056704367
301,4,15050,0.34238473,134.90701,,0.0014751554,0.004798866
